filename,category,text
58092.eml,sci.med,"mg per day of propranolol is a homeopathic dose in migraine if you got fatigued at that level it is unlikely that you will
tolerate enough beta blocker to help you probably a single nightime dose we don t know how they work in migraine but
it probably has something to do with seratonin"
58093.eml,sci.med,"stimulation of the vagus nerve slows the heart and drops the blood
pressure"
58094.eml,sci.med,"i just found out about the sublinguals disappearing too i don t
know why perhaps because they weren t as profitable as cafergot too bad since tablets are sometimes vomited up by migraine patients
and they don t do any good flushed down the toilet i suspect
we ll be moving those patients more and more to the dhe nasal
spray which is far more effective"
58095.eml,sci.med,"how long ago was this when i said you d get counselling i meant if
you did it now long ago practices varied and agencies had to gear
up to provide the counselling good for her what we don t need is everyone suing community service
agencies that provide blood that people need testing is not fool proof the fact that he got aids from a transfusion if he really did does
not mean the red cross screwed up prior to or so there wasn t
a good test and a lot of bad blood got through this wasn t the fault
of the red cross when did he get the transfusions"
58096.eml,sci.med,"i agree adding layers of managers and bureaucrats simply eat up
money that could be spent on those who actually are doing the work
such as doctors and nurse and supplies the most efficient system
is probably one that has limited management and a fixed budget such
as england s or even canada s i m afraid we are on the wrong
track the problem may be that the insurance lobby is too powerful"
58097.eml,sci.med,"i m not sure about that did you see the poll they took that showed
that most people thought physicians should be paid per year
tops that s all i make but i doubt that most physicians are going
to work very hard for that kind of bread many wouldn t be able
to service their med school debts on that mike royko had a good
column about it"
58098.eml,sci.med,"imho the original poster has no business soliciting diagnoses off the net nor does dr mr o donnell have any business supplying same this is one
major reason real physicians avoid this newsgroup like the plague it is
also another example of the double standard if i as a physician offered
to diagnose and treat on the net i can be sued but people without
qualifications are free to do whatever they want and disclaim it all with i m not a doctor get and keep this crap off the net period km"
58099.eml,sci.med,"herman i would think you of all people would could distinguish
between health and treatment of disease all the prevention
medicine people preach this all the time you cannot buy health you can buy treatment of disease assuming you are lucky enough
to have a disease which can be treated a rich person with a
terminal disease is a bit out of luck there is no such thing
as adequately covered and there never will be and for what it s worth i ll be the first to admit that all my
patients die km"
58100.eml,sci.med,"i do not know a lot about this except from seeing one patient with kartagener s syndrome which is a form of immotile cilia syndrome
in which there is situs inversus bronchiectasis and chronic
infections situs inversus means that organs are on the wrong
side of the body and can be complete or partial it is interesting
medically because the normal location of organs is caused in part
by the normal rotation associated with ciliary motion so that in
absence of this laterality can be random people with situs
inversus are quite popular at medical schools because of their
rarity and the fact that most doctors get a bit upset when they
can t find the patient s heart sounds because they re on the wrong
side according to harrison s immotile cilia syndrom is an autosomal
recessive which should imply that on average one child in four
in a family would be affected but there may be much more current
information on this and as usual in medicine we may be talking
about more than one conditiion i would suggest that you ask your
pediatrician about contacting a medical geneticics specialist of
which there is probably one at ncsu km"
58101.eml,sci.med,"purists often distinguish between true clubbing and pseudo clubbing the difference being that with true clubbing the
angle of the nail when viewed from the side is constantly
negative when proceeding distally towards the fingertip with pseudo clubbing the angle is initially positive then
negative which is the normal situation real internists
can talk for hours about clubbing i m limited to a couple
of minutes whether this distinction has anything to do with reality is
entirely unclear but it is one of those things that internists
love to paw over during rounds supposedly only true clubbing
is associated with disease the problem is that the list of
diseases associated with clubbing is quite long and includes
both congenital conditions and acquired disease since many of
these diseases are associated with cardiopulmonary problems
leading to right to left shunts and chronic hypoxemia it is
very reasonable to get a chest xray however many of the congenital abnormalities would only be diagnosed with a cardiac
catheterization the cause of clubbing is unclear but presumably relates to
some factor causing blood vessels in the distal fingertip to
dilate abnormally clubbing is one of those things from an examination which is
a tipoff to do more extensive examination often however the cause of the clubbing is quite apparent km"
58102.eml,sci.med,how about posting one of her replies to your letters km
58103.eml,sci.med,"there are many organisms viral bacterial and fungal which can
cause meningitits and the course of these infections varies
widely the causes of bacterial meningitis vary with age in adults
pneumococcus the same organism which causes pneumococcal pneumonia is the most common cause while in children hemophilus influenzae
is the most common cause what you are describing is meningitis from neisseria meningitidis which is the second most common cause of bacterial meningitis in
both groups but with lower incidence in infants this organism
is also called the meningococcus and is the source of the
common epidemics of meningitis that occur and are popularized in
the press without prompt treatment and even with it in some cases the organism typically causes death within a day this organism feared as it is is actually grown from the throats
of many normal adults it can get to the meninges by different
ways but blood borne spread is probably the usual case rifampin an oral antibiotic is often given to family and contacts
of a case of meningococcal meningitis by the way sorry but i don t have time for a more detailed reply meningitis
is a huge topic and sci med can t do it justice km"
58104.eml,sci.med,"it s o that is especially useful still he isn t punishing the
red cross but some o person that needed his blood and couldn t
get it you are right nagging probably won t help"
58105.eml,sci.med,"why do you think steere is doing this isn t he acting in good faith after all as the discoverer of lyme for all intents and purposes the more famous lyme gets the more famous steere gets i don t
see the ulterior motive here it is easy for me to see it the
those physicians who call everything lyme and treat everything there is a lot of money involved well it is tragic what has happened to you but it doesn t
necessarily make you the most objective source of information
about it if your whole life is focussed around this you
may be too emotionally involved to be advising other people
who may or may not have lyme certainly advocacy of more research
on lyme would not be out of order though and people like you
can be very effective there"
58106.eml,sci.med,"what does dc stand for couldn t be an antichiropractic posting
from a chiropractor could it my curiosity is piqued prostate ca is an especially troublesome entity for chiropractors it so typically causes bone pain due to spinal metastases that it
gets manipulated frequently manipulating a cancer riddled bone
is highly dangerous since it can then fracture i ve seen at
least three cases where this happened with resulting neurologic
damage including paraplegia this is one instance where knowing
how to read x rays can really help a chiropractor stay out of trouble do chiropractors know what bony mets from prostate look like"
58107.eml,sci.med,"no the neiseria meningococcus is one of the most common
forms of meningitis it s the one that sometimes sweeps
schools or boot camp it is contagious and kills by attacking
the covering of the brain causing the blood vessels to thrombose
and the brain to swell up it is very treatable if caught in time there isn t much time however the rash is the tip off infants are very susceptible
to dying from bacterial meningitis any infant with a fever who
becomes stiff or lethargic needs to be rushed to a hospital where
a spinal tap will show if they have meningitis seizures can also
occur it can live in the throat of carriers don t worry you won t get it from them especially if they took the medication"
58108.eml,sci.med,"where did you read this i don t think this is true i think most
medical treatments are based on science although it is difficult
to prove anything with certitude it is true that there are some
things that have just been found to work but we have no good
explanation for why but almost everything does have a scientific
rationale the most common treatment for prostate cancer is
probably hormone therapy it has been proven to work so have
radiation and chemotherapy what treatments did the article say
are not proven"
58109.eml,sci.med,"i noticed several years ago that when i took analgesics fairly regularly motrin at the time i seemed to get a lot of migraines but had
forgotten about that until i started reading some of the posts here i generally don t take nsaids or tylenol for headaches because i ve
found them to be ineffective however i have two other pain sources
that force me to take nsaids currently naprosyn first is some
pelvic pain that i get at the beginning of my period and then much
worse at midcycle i have had surgery for endometriosis in the past years ago so the drs tell me that my pain is probably due
to the endometriosis coming back i ve tried synarel it reduced
the pain while i took it mos but the pain returned immediately
after i stopped three doctors have suggested hysterectomy as the
only real solution to my problem although i don t expect to have
any more children i don t like the idea of having my uterus and
one remaining ovary removed the first ovary was removed when i had
the surgery for endometriosis one of the drs that suggested
i get a hysterectomy is an expert in laser surgery but perhaps thinks
that type of procedure is only worthwhile on women who still plan
to have children so basically all i m left with is toughing out
the pain this would be impossible without naprosyn or something
similar but not aspirin that doesn t work and motrin gave me
horrible gastritis a few years ago so i m through with it in
fact naprosyn works very well at eliminating the pain if i take
it regularly as i did when i had severe back pain and pain in both legs as i ll discuss in a moment generally though i wait until
i have the pain before i take the naprosyn but then it takes
several hours for it reduce the pain it s actually quite effective
at reducing the pain it just takes quite a while in the meantime
i m frequently in severe pain the other pain source i have is chronic lower back pain resulting in
bilateral radiculopathy i ve had mris xrays ct scan and emgs i ve had of them and don t intend to ever do that again with
nerve conduction tests the tests have not been conclusive as to
what is causing my back and leg pain the mri reports both say i have
several bulging degeneratig disks and from the xrays and mri i think it is apparent that i have arthritis the reading on the ct scan
was that there are two herniations l l and l l but others
hav looked at the films and concluded that there are no herniations the second emg and nerve conduction studies shows significant denervation
compared to the first emg oh yeah i had some other horrible test called something like somatic evoked response which showed that the internal nerves are working fine anyway the bottom line is that
i sometimes have severe pain in both legs and back pain the back pain
is there all the time but i can live with it when the leg pain is there i need some analgesic anti inflammatory medication to reduce the pain
to a level where i can work so i took naprosyn regulary for months every time i tried to stop the leg pain got worse so i d always resume since last november i have taken it much less frequently and primarily for the pelvic pain i have been going to physical
therapy for the last months times a week after the first month
or so my therapist put me on pelvic traction she had tried it earlier but it had caused a lot of pain in my back this time she tried it at
a lower weight after a month or two the pain in my legs began going
away but the traction aways caused discomfort in my lower back which
could be reduced with ultrasound and massage so now i don t have
nearly as much pain in my legs in fact my therapist took me off
traction about weeks ago getting back to my original reason for this post even if i can avoid
taking analgesic for headaches i really can t avoid them entirely because
i have other pain sources that force me to use them oh i forgot
to mention that it has been suggested to me that i have back surgery but i m avoiding that too i find the migraines difficult to deal with occassionally i have to take off work but usually i can work but at
a reduced capacity i m a systems engineer and do a lot of reading
and writing when the pelvic pain is bad i can t concentrate much i usually end up jumping out of my chair every few minutes because
the pain is so bothersome when the pain in my back is bad it can
cause severe burning in both legs shooting pains in my legs electric
shock type of pain in my feet and toes and basically when it gets bad
i can t really sit at all then i end up spending most of my time home
and in bed so even if the analgesics contribute to the migraines the
migraines are more tolerable than the other pain sources i get a lot
of migraines an average of to a month which last days i ve taken cafergot the first time the caffiene really got to me so
i reduced the dosage but i don t like the side effects if i take
more than two i get diahrea if i get a very bad headache i will
eventually take the cafergot my neurologist wasn t very helpful when
i told him my problems with cafergot he said that when sumatriptan
becomes available i should try that i ve tried several other medications fiornal midrin fiornal with codeine tegretol and inderal but
they either didn t work or i couldn t tolerate them so what can i do my doctor s seem to be satisfied with me just trying to tolerate the
pain which i agree with most of the time but not when i have a lot of
pain i ve had some bad experiences with surgery my heart stopped
once from the anesthesia i was told that it was likely the
succinylcholine and i ve already had surgery several times anyway the point of what i m saying is that even if analgesics can contribute
to migraines some people need to take them to tolerate other pain janice rathmann"
58110.eml,sci.med,"no i was one of the lucky ones very little acne as a teenager i
didn t have any luck with clearasil even though my skin gets oily it
really only gets miserable pimples when it s dry frequent lukewarm water rinses on the face might help getting the scalp
thing under control might help that could be as simple as submerging under
the bathwater till it s softened and washing it out taking a one a day
vitamin mineral might help i ve heard iodine causes trouble and that it is used in fast food restaurants to sterilize equipment which might be
where the belief that greasy foods cause acne came from i notice grease on my face not immediately removed will cause acne even from eating
meat keeping hair rinse mousse dip and spray off the face will help warm
water bath soaks or cloths on the face to soften the oil in the pores will
help prevent blackheads body oil is hydrophilic loves water and it
softens and washes off when it has a chance that s why hair goes limp with
oilyness becoming convinced that the best thing to do with
a whitehead is leave it alone will save him days of pimple misery any
prying of black or whiteheads can cause infections the red spots of
pimples usually a whitehead will break naturally in a day and there won t
be an infection afterwards tell him that it s normal to have some pimples but the cosmetic industry
makes it s money off of selling people on the idea that they are an
incredible defect to be hidden at any cost even that of causing more pimples jackie"
58111.eml,sci.med,"a folks do we have an faq on tinnitus yet b as a lo o o ong time sufferer of tinnitus and as a neuroscientist
who has looked over the literature carefully i believe the following
are reasonable conclusions millions of people suffer from chronic tinnitus the cause it not understood there is no accepted treatment that cures it some experimental treatments may have helped some people a bit but
there have be no reports even anecdotal of massive good results with
any of these experimental drugs some people with chronic loud tinnitus use noise blocking to get to sleep sudden onset loud tinnitus can be caused by injuries and sometimes
abates or goes away after a few months aspirin is well known to exacerbate tinnitus in some people there is a national association of tinnitus sufferers in the us one usually gets used to it especially when concentrating on
something else the tinnitus becomes unnoticed stress and lack of sleep make tinnitus more annoying sometimes i m sure those of us who have it wish there was a cure but there
is not mark dubin
the ol professor"
58112.eml,sci.med,"i may not be the world s greatest expert on chiggers a type of
mite indigenous to the south but i certainly have spent a lot
of time contemplating the little buggers over the past six years since we moved to n c here are some observations gained from
painful experience reactions to chiggers vary greatly from person to person some people get tiny red bites others like me are more sensitive and get fairly large swollen sore like affairs chigger bites are the gift that keeps on giving i swear that these things will itch for months there is a lot of folklore about chiggers i think most of it is fiction i have tried to do research on the critters since they have such an effect on me the only book i could find on the subject was a single book in unc s special collections library i have not yet gone through what is required to get it based on my experience and that of my family members the old folk remedy of fingernail polish simply doesn t work i recall reading that the theory upon which it is based that the chiggers burrow into your skin and continue to party there is false i think it is more likely that the reaction is to toxins of some sort the little pests release but this is speculation the best approach is prevention a couple of things work well a good insect repellent deet such as deep woods off liberally applied to ankles waistband etc is a good start there is another preparation called chig away that is a combination of sulfur and some kind of cream cortisone that originally was prepared for the army and is not commercially available in the summer i put this on my ankles every morning when i get up on weekends since i literally can t go outside where we live in the country without serious consequences they apparently don t like sulfur much at all you can use sulfur as a dust on your body or clothing to repel them no amount of prevention will be completely successful forget the fingernail polish i have finally settled upon a treatment that involves topical application of a combination of cortisone creme reduces the inflamation and swelling and benzocaine relieves the itch i won t tell you all the things i ve tried nor will i tell you some of the things my wife does since this counts as minor surgery and is best not mentioned i also think it gains nothing the swelling and itching can also be significantly relieved by the application of hot packs and this seems to speed recovery as well doctors seem not to care much about chiggers the urban and suburban
doctors apparently don t encounter them much and the rural doctors
seem to regard them as a force of nature that one must endure i
suspect that anyone who could come up with a good treatment for chiggers
would make a lot of money"
58113.eml,sci.med,"undoubtedly it does to maintain such a weight and it does so
primarily by overeating if it didn t the weight would drop
back to normal"
58114.eml,sci.med,"yes i remember that now well in that case the cones are indeed
color sensitive contrary to what the original respondent had claimed"
58115.eml,sci.med,"two approaches that i ve used tofranil mg qhs naproxen mg bid the naproxen doesn t seem to be as bad as things like tylenol in promoting
the analgesic abuse headache dhe iv infusions for about days in
hospital cold turkey is the only way i think tapering doesn t
help i wouldn t know how you can do this without your doctor i haven t
seen anyone successfully do it alone doesn t mean it can t be done"
58116.eml,sci.med,"no no we aren t talking about receptors for the brain s sensory innervation but structures such as the thalamus that handle pain
for the entire organism apples and oranges"
58117.eml,sci.med,"who knows in this legal climate but there is tremendous legal precendent
for forcibly quarantining tb patients in sanitariums yrs ago
it was done all the time it has been done sporadically all along
in patients who won t take their medicine if you have tb you
may find yourself under surveilence of the public health department
and you may find they have the legal power to insist you make your
clinic visits"
58118.eml,sci.med,"extremely rare in humans usually so much else is involved you d
just have a mess to sort out birds do all vision in the tectum don t they"
58119.eml,sci.med,"the speculum is the little cone that fits on the end of the otoscope there are also vaginal specula that females and gynecologists are
all too familiar with"
58120.eml,sci.med,by law they would not be allowed to do that anyhow
58121.eml,sci.med,"probably she meant that your blood pressure went up while you were on
the treadmill this is normal you ll have to ask her if this is
what she meant since no one else can answer for another person"
58122.eml,sci.med,"it isn t that rare actually many cases that are called parkinson s
disease turn out on autopsy to be snd it should be suspected in any
case of parkinsonism without tremor and which does not respond to
l dopa therapy i don t believe pallidotomy will do much for snd"
58123.eml,sci.med,"be sure to say chronic dizziness not just dizziness most
patients with acute or subacute dizziness will get better the vertiginous spells of meniere s will also eventually go
away however the patient is left with a deaf ear this may have helped you but i m not sure it is good general
advice the odds that you are going to find some miracle with
your own research that is secret or hidden from general knowledge
for this or any other disease are slim when good answers to these
problems are found it is usually in all the newspapers until
then spending a great deal of time and energy on the medical
problem may divert that energy from more productive things
in life a limited amount should be spent to assure yourself
that your doctor gave you the correct story but after it becomes
clear that you are dealing with a problem for which medicine
has no good solution perhaps the best strategy is to join
the support group and keep abreast of new findings but not to
make a career out of it"
58124.eml,sci.med,"i m sure the pittsburgh group has published the baboon work but i
don t know where in chicago they were doing lobe transplants from
living donors and i m sure they ve published i don t read the
transplant literature i just see the liver transplant patients
when they get into neurologic trouble pretty frequent so that
and the newspapers and scuttlebutt is the way i keep up with what
they are doing howard doyle works with them and can tell you more"
58125.eml,sci.med,"if these folks are who i think they are lyme knowledgeable may
mean a physician to whom everything that walks in the door is
lyme disease and you will be treated for lyme whether or not
you have it hope you have good insurance"
58126.eml,sci.med,"short of changes by the feds there is no way codeine alone is very
difficult to prescribe without a lot of hassles tylenol is the
best compromise that way he can get refills the amount of acetominophen
he is getting with his codeine won t hurt him any"
58127.eml,sci.med,i m not sure it is the fluctuation so much as the estrogen level taking premarin can certainly cause migraines in some women
58128.eml,sci.med,"the flushing is due to vascular dilation part of a migraine attack some people event get puffy and swollen as long as you are careful
you can see well enough to avoid getting hit in the face or eye by
the ball migraine will not hurt your health"
58129.eml,sci.med,so just what was it you wanted to say
58130.eml,sci.med,"reflex sympathetic dystrophy i m sure there s an faq as i have
made at least answers to questions on it in the last year or so"
58131.eml,sci.med,"several years ago i tried to commit a patient who was growing salmonella out of his
stool blood and an open ulcer for treatment the idea was that the guy was a
walking public health risk and that forcing him to receive iv antibiotics for
a few days was in the public interest i will make a long story short by saying
that the judge laughed at my idea yelled at me for wasting his time and let
the guy go i found out that tuberculosis appears to be the only medical as oppsed to psychiatric condition that one can be committed for and this is because very specific laws were
enacted many years ago regarding tb i am certain these vary from state to state any legal experts out there to help us on this km"
58132.eml,sci.med,"probably would not be fatal in an adult at that dose but could kill
a child patient would be very somnolent with dilated pupils low
blood pressure possibly cardiac arrhythmias"
58133.eml,sci.med,"gosh jesse is that famous now he was my intern landau not liking
it makes me like it out of spite just kidding bill"
58134.eml,sci.med,"try peeling the skin back at the base of your other fingernails not too hard now don t want to hurt yourself you ll find
nice little lunulas there if you can peel it back enough"
58135.eml,sci.med,"i agree that some specialties have gotten way out of line the main
problem is the payment method for procedures rather than time distorts
the system i hope they will fix that but i m afraid as usual the local doc is going to take the brunt people grouse about paying to see their home doctor in his office but don t mind paying to have brain surgery they think their local doc is cheating
them but worship the feet of the neurosurgeon who saved their life what they don t realize is that we need more local docs and fewer"
58136.eml,sci.med,it can suppress secretion of prolactin is useful in cases of galactorrhea some adenomas of the pituitary secret too much
58137.eml,sci.med,"dangerous only to immune suppressed persons and fetuses to them it is extremely dangerous most of the rest of us have already had
it and it isn t dangerous at all cat feces are the worst pregnant women should never touch the litter box cook your meat watch it with pets you ll have to read up on it there is an effective antibiotic that can keep it in check of course it can t reverse damage already done such as in
a fetus"
58138.eml,sci.med,diet evangelist good term fits atkins to a t
58139.eml,sci.med,"if people are going to do this i really wish they would tell me first i d be happy to go over the insert in the pdr with them and explain
everything all too many patients read the insert and panic and then
on the next visit sheepishly admit they were afraid to take the drug
and we are starting over again at square one some of them probably
didn t even come back for followup because they didn t want to admit
they wouldn t take the drug or thought i was trying to kill them or
something what people don t understand about the inserts is that they
report every adverse side effect ever reported without substantiating
that the drug was responsible the insert is a legal document to slough
liability from the manufacturer to the physician if something was to
happen if patients want to have the most useful and reliable information
on a drug they would be so much better off getting hold of one of the
ama drug evaluation books or something similar that is much more scientific there are very few drugs that someone hasn t reported a death from taking patients don t realize that and don t usually appreciate the risks
to themselves properly i m sure herman is going to go ballistic but so be it another problem is that probably most drugs have been
reported to cause impotence half the males who read that will falsely assume
it could permanently cause them to lose sexual function and so will
refuse to take any drug like that this can be a real problem for
pdr readers there needs to be some way of providing patients with
tools geared to them that allow them to get the information they need i am involved in a research project to do that with migraine as the
domain it involves a computer system that will provide answers to questions
about migraine as well as the therapy prescribed for the patient for common illnesses such as migraine and hypertension this may help
quite a bit the patient could spend as much time as needed with the
computer and this would then not burden the physician clearly physicians in large part fail to answer all the questions patients have as is demonstrated over and over here on the net where we get asked
things that the patients should have found out from their physician
but didn t why they didn t isn t always the physician s fault either sometimes the patients are afraid to ask they won t be as afraid to
ask the system we hope"
58140.eml,sci.med,i think in illinois venereal disease the old ones not aids was included syphillis was for sure
58141.eml,sci.med,"not that new years ago we had drug addicts harboring active tb
that was resistant to everything in chicago the difference now
is that such strains have become virulent in the old days such
tb was weak it didn t spread to other people very easily and just
infected the one person in whom it developed because of non compliance
with medications non compliance and development of resistant strains
has been a problem for a very long time that is why we have like drugs against tb there is always a need to develop new ones due to
such strains now however with a virulent resistant strain we
are in more trouble and measures to assure compliance may be necessary
even if they entail force"
58142.eml,sci.med,"the only fungus i know of from california is coccidiomycosis i
hadn t heard that it attacked bone it attacks lung and if you
are especially unlucky the central nervous system nothing new
about it it s been around for years they call it valley
fever since it is found in the inland valleys not on the coast"
58143.eml,sci.med,"you can probably get this information by calling your public health
department in your county in pittsburgh they give the shots free as well there are bulletins in medical libraries that give
recommendations or you could call the infectious diseases section
of the medicine department of your local medical school you also
will probably want to talk about malaria prophylaxis you will
need your doctor to get the prescription"
58144.eml,sci.med,"compartment syndrome occurs when swelling happens in a compartment bounded by fascia the pressure rises in the compartment and blood
supply and nerves are compromised the treatment is to open the
compartment surgically the most common places for compartment
syndromes are the forearm and calf it is an emergency since
if the pressure is not relieved stuff will die"
58145.eml,sci.med,"the yearly chest x ray provides a minute amount of radiation it is
a drop in the bucket as far as increased risk is concerned who can
tell you whether you can get out of it or not no one here controls
that it may well be a matter of the law in which case write your
legislator but don t hold your breath"
58146.eml,sci.med,"in fairness we should note that if you look up speculum in the
dictionary which i did when this question first surfaced the first
definition is a mirror or polished metal plate used as a reflector in
optical instruments which doesn t mean the name fits in this context but it s not as far
off as you might think david wright hitachi computer products america inc waltham ma these are my opinions not necessarily hitachi s though they are the opinions of all right thinking people"
58147.eml,sci.med,"i attended high school in the san jose california area in the early s and i remember a smallish outbreak of a strange illness in which
people developed measles like spots on their bodies this condition
seemed to last only a few days and i don t recall anyone reporting any other
symptoms i seem to recall reading somewhere that this was believed to have
been viral in nature but i don t know for sure however i have been curious since then about this anyone have any ideas about what this might have been"
58148.eml,sci.med,"assuming one has been cultured as having a throat laden with
neiseria meningococcus and given and taken a course of eryc without the culture becoming negative should one worry about
being a carrier elizabeth"
58149.eml,sci.med,"i believe there is a known synergism between certain
analgesics and caffiene for treating pain not inflammation now that i am an ibuprofen convert i haven t taken it for some
time but excedrin really works grin nathan"
58150.eml,sci.med,"i m not sure who the original respondent was but to
reiterate cones respond to particular portions of the spectrum just
as rods respond to certain parts of the visible spectrum bluegreen
in our case reddish in certain amphibia just as the hoseshoe crab limulus polyphemus photoreceptors respond to a certain portion of
the spectrum etc it is a common misconception to confound wavelength
specificity with being color sensitive however the two are not
synonymous so in sum and to beat a dead horse when the outputs of a cone are matched for number of
absorbed photons irrespective of the absorbed photons wavelength the cone outputs are indistinguishable cones are simply detectors with different spectral
sensitivities and are not any more color sensitive than are rods ommatidia or other photoreceptors color vision arises because outputs of receptors which
sample different parts of the spectrum cones in this case are processed centrally the handwave is intentional i ve worked and published research on rods and cones for over years so the adherence to the belief that cones can detect color is frustrating but don t take my word for it i m reposting a few
excellent articles together with two rather good but oldish color
vision texts the texts robert boynton human color vision holt rhiehart and winston leo m hurvich color vision sinauer associates the original articles baylor and hodgkin detection and resolution of visual stimuli by
turtle phoreceptors j physiol pp baylor lamb and yau reponses of retinal rods to single photons j physiol pp schnapf et al visual transduction in cones of the monkey macaca fascicularis j physiol pp"
58151.eml,sci.med,"the case report of the first xenotransplant was published in lancet i can send you a reprint if you are interested there was another paper sort of a tour of the horizon written by starzl and
published in the resident s edition of the annals of surgery vol october it s in the surgical resident s newsletter section so you won t find it in the regular
issue of the annals i don t have any reprints of that one a paper has been accepted for publication by immunology today though i m not sure
when it s coming out describing our experience with the two xenografts done to date as for segmental liver transplants from living related donors i must confess to a total
ignorance of that literature we are philosophically opposed to those and i don t keep up with that particular field howard doyle"
